,,,,,SVM
17664.217,19708.268,525,4,-2044.051,12
17926.45,19764.963,526,4,-1838.513,10
17645.971,20528.98,527,4,-2883.009,16
17669.27,19603.772,528,4,-1934.502,11
17834,20194.65,529,4,-2360.65,13
17362.466,19411.04,530,4,-2048.574,12
17739.421,19844.288,531,4,-2104.867,12
17841.535,19443.311,532,4,-1601.776,9
17576.871,20438.635,533,4,-2861.764,16
18132.079,19895.516,534,4,-1763.437,10
17748.867,19511.219,535,4,-1762.352,10
18337.986,21057.551,536,4,-2719.565,15
18014.59,19782.96,537,4,-1768.37,10
18380.192,20882.337,538,4,-2502.145,14
17993.889,20512.667,539,4,-2518.778,14
18100.45,19884.475,540,4,-1784.025,10
18056.699,20578.164,541,4,-2521.465,14
17794.219,19682.434,542,4,-1888.215,11
18442.328,21000.509,543,4,-2558.181,14
18263.117,21500.739,544,4,-3237.622,18
18356.768,20774.472,545,4,-2417.704,13
17907.168,20018.029,546,4,-2110.861,12
17942.163,20170.82,547,4,-2228.657,12
18511.151,20279.388,548,4,-1768.237,10
18034.165,20469.521,549,4,-2435.356,14
18452.615,20435.047,550,4,-1982.432,11
18382.82,20503.204,551,4,-2120.384,12
18620.937,20898.008,552,4,-2277.071,12
18427.393,20733.377,553,4,-2305.984,13
18234.673,20564.527,554,4,-2329.854,13
18854.287,21249.775,555,4,-2395.488,13
18877.611,21222.509,556,4,-2344.898,12
18365.544,20316.723,557,4,-1951.179,11
18789.525,21319.493,558,4,-2529.968,13
18856.026,21126.189,559,4,-2270.163,12
18523,20924.069,560,4,-2401.069,13
18401.958,20875.391,561,4,-2473.433,13
18467.504,20877.284,562,4,-2409.78,13
18749.169,21374.259,563,4,-2625.09,14
18294.637,20382.558,564,4,-2087.921,11
19012.835,21219.46,565,4,-2206.625,12
19109.606,21905.168,566,4,-2795.562,15
18788.907,20584.142,567,4,-1795.235,10
19361.521,22041.7,568,4,-2680.179,14
19062.933,21774.069,569,4,-2711.136,14
19018.69,21975.74,570,4,-2957.05,16
18877.904,21031.062,571,4,-2153.158,11
19139.48,21399.918,572,4,-2260.438,12
19048.574,21839.92,573,4,-2791.346,15
18576.377,21184.543,574,4,-2608.166,14
19129.975,20654.627,575,4,-1524.652,8
19498.83,21932.202,576,4,-2433.372,12
19501.412,22238.483,577,4,-2737.071,14
19509.828,21913.462,578,4,-2403.634,12
19447.024,22225.406,579,4,-2778.382,14
19421.563,21805.834,580,4,-2384.271,12
19398.259,22137.027,581,4,-2738.768,14
19250.069,21851.139,582,4,-2601.07,14
19739.826,22348.484,583,4,-2608.658,13
19308.946,21692.398,584,4,-2383.452,12
19465.926,21613.509,585,4,-2147.583,11
19273.324,22011.858,586,4,-2738.534,14
19684.829,22911.915,587,4,-3227.086,16
19141.522,21863.952,588,4,-2722.43,14
19966.073,22616.366,589,4,-2650.293,13
19357.611,21807.408,590,4,-2449.797,13
19477.665,22317.657,591,4,-2839.992,15
20182.854,22348.576,592,4,-2165.722,11
19997.76,22425.252,593,4,-2427.492,12
20240.351,22737.393,594,4,-2497.042,12
19650.886,21851.216,595,4,-2200.33,11
20189.638,22820.282,596,4,-2630.644,13
20065.321,22906.998,597,4,-2841.677,14
20706.981,23792.276,598,4,-3085.295,15
20371.499,23005.415,599,4,-2633.916,13
20076.158,22540.237,600,4,-2464.079,12
20016.28,22566.754,601,4,-2550.474,13
20136.208,22403.716,602,4,-2267.508,11
19831.988,21635.799,603,4,-1803.811,9
20599.217,23143.167,604,4,-2543.95,12
19875.998,22646.985,605,4,-2770.987,14
20377.317,22679.468,606,4,-2302.151,11
20171.396,22083.004,607,4,-1911.608,9
20647.903,22766.031,608,4,-2118.128,10
20013.117,22933.937,609,4,-2920.82,15
20175.998,22709.436,610,4,-2533.438,13
20429.029,23399.606,611,4,-2970.577,15
20369.79,23065.047,612,4,-2695.257,13
20266.081,22456.055,613,4,-2189.974,11
20338.756,22486.153,614,4,-2147.397,11
20473.252,23210.209,615,4,-2736.957,13
20853.074,23338.554,616,4,-2485.48,12
20451.587,23279.237,617,4,-2827.65,14
20259.413,22222.763,618,4,-1963.35,10
20719.631,23343.815,619,4,-2624.184,13
21073.623,23022.711,620,4,-1949.088,9
20778.976,23737.772,621,4,-2958.796,14
20614.532,23533.718,622,4,-2919.186,14
20843.935,22897.489,623,4,-2053.554,10
21102.255,23438.124,624,4,-2335.869,11
21197.469,23661.019,625,4,-2463.55,12
20445.006,22538.69,626,4,-2093.684,10
21283.998,23949.048,627,4,-2665.05,13
21162.629,23354.222,628,4,-2191.593,10
20687.56,22902.304,629,4,-2214.744,11
21225.725,23249.923,630,4,-2024.198,10
20831.315,22963.256,631,4,-2131.941,10
20887.185,23225.14,632,4,-2337.955,11
21557.851,24220.334,633,4,-2662.483,12
21364.611,23458.166,634,4,-2093.555,10
20986.586,22712.145,635,4,-1725.559,8
21296.642,23541.494,636,4,-2244.852,11
21335.873,24438.366,637,4,-3102.493,15
21528.217,24006.385,638,4,-2478.168,12
21422.483,23456.356,639,4,-2033.873,9
21479.615,23590.354,640,4,-2110.739,10
21251.866,23523.716,641,4,-2271.85,11
21273.116,24044.715,642,4,-2771.599,13
21544.148,23543.529,643,4,-1999.381,9
21202.381,23580.594,644,4,-2378.213,11
21274.94,23669.665,645,4,-2394.725,11
21573.645,24269.663,646,4,-2696.018,12
22019.016,24811.938,647,4,-2792.922,13
22083.261,24245.267,648,4,-2162.006,10
21843.783,24851.5,649,4,-3007.717,14
22050.923,24489.463,650,4,-2438.54,11
21783.132,24359.132,651,4,-2576,12
21436.934,24170.585,652,4,-2733.651,13
21509.741,23845.159,653,4,-2335.418,11
22120.783,25394.535,654,4,-3273.752,15
21903.759,24614.056,655,4,-2710.297,12
21881.814,23934.934,656,4,-2053.12,9
22086.575,25508.713,657,4,-3422.138,15
22530.772,24329.825,658,4,-1799.053,8
22169.438,25884.394,659,4,-3714.956,17
21946.984,23641.559,660,4,-1694.575,8
22170.554,23926.304,661,4,-1755.75,8
22443.468,24984.175,662,4,-2540.707,11
22394.879,25145.508,663,4,-2750.629,12
21777.64,24455.313,664,4,-2677.673,12
22356.928,24548.543,665,4,-2191.615,10
22319.922,24776.9,666,4,-2456.978,11
21998.558,24198.373,667,4,-2199.815,10
22123.89,24955.587,668,4,-2831.697,13
22716.46,25156.01,669,4,-2439.55,11
22381.807,24489.272,670,4,-2107.465,9
22093.389,24464.051,671,4,-2370.662,11
22532,25185.531,672,4,-2653.531,12
22293.989,25136.685,673,4,-2842.696,13
22614.372,24806.774,674,4,-2192.402,10
22669.459,24489.243,675,4,-1819.784,8
23064.157,25537.449,676,4,-2473.292,11
22768.072,25532.102,677,4,-2764.03,12
22717.168,25681.522,678,4,-2964.354,13
22789.085,25282.674,679,4,-2493.589,11
22503.277,25082.872,680,4,-2579.595,11
22271.181,25113.946,681,4,-2842.765,13
23040.037,26090.942,682,4,-3050.905,13
22318.132,25239.403,683,4,-2921.271,13
22723.431,24507.311,684,4,-1783.88,8
23166.854,26599.874,685,4,-3433.02,15
23388.75,25473.892,686,4,-2085.142,9
22848.54,25508.73,687,4,-2660.19,12
23004.885,26747.316,688,4,-3742.431,16
23047.6,26095.664,689,4,-3048.064,13
23151.886,25358.123,690,4,-2206.237,10
23416.081,26394.574,691,4,-2978.493,13
23002.192,24785.713,692,4,-1783.521,8
22920.667,26245.078,693,4,-3324.411,15
23048.844,26037.581,694,4,-2988.737,13
23257.45,25664.689,695,4,-2407.239,10
23581.1,26850.197,696,4,-3269.097,14
23531.473,26282.811,697,4,-2751.338,12
23369.038,26330.026,698,4,-2960.988,13
23082.146,25683.171,699,4,-2601.025,11
23373.472,26238.195,700,4,-2864.723,12
23375.652,25388.283,701,4,-2012.631,9
23258.873,25608.203,702,4,-2349.33,10
23248.326,26555.865,703,4,-3307.539,14
23008.327,25847.879,704,4,-2839.552,12
23302.129,26370.146,705,4,-3068.017,13
23321.054,25453.879,706,4,-2132.825,9
23515.984,26552.199,707,4,-3036.215,13
23571.953,26229.311,708,4,-2657.358,11
23883.422,26728.91,709,4,-2845.488,12
23343.494,25965.486,710,4,-2621.992,11
23715.448,26529.776,711,4,-2814.328,12
23789.031,25517.642,712,4,-1728.611,7
23544.619,27108.546,713,4,-3563.927,15
24064.037,26903.339,714,4,-2839.302,12
24226.113,27750.22,715,4,-3524.107,15
24185.562,26406.967,716,4,-2221.405,9
24183.112,26827.176,717,4,-2644.064,11
23924.682,26084.821,718,4,-2160.139,9
24216.256,27098.903,719,4,-2882.647,12
24031.22,26758.315,720,4,-2727.095,11
24107.788,25848.839,721,4,-1741.051,7
24243.975,26305.237,722,4,-2061.262,9
24572.431,28798.631,723,4,-4226.2,17
24538.685,27903.867,724,4,-3365.182,14
24372.81,27289.268,725,4,-2916.458,12
23952.562,26092.012,726,4,-2139.45,9
24202.056,27364.839,727,4,-3162.783,13
24324.52,27857.536,728,4,-3533.016,15
24283.395,27385.341,729,4,-3101.946,13
24415.453,27088.739,730,4,-2673.286,11
23906.222,26532.489,731,4,-2626.267,11
24097.825,26979.684,732,4,-2881.859,12
24103.68,27100.216,733,4,-2996.536,12
23936.386,27836.997,734,4,-3900.611,16
23968.476,26733.195,735,4,-2764.719,12
24386.178,27140.918,736,4,-2754.74,11
24611.089,27822.724,737,4,-3211.635,13
24282.537,26999.967,738,4,-2717.43,11
24245.379,26408.033,739,4,-2162.654,9
24610.497,27730.141,740,4,-3119.644,13
24781.658,27748.384,741,4,-2966.726,12
24620.801,27001.345,742,4,-2380.544,10
25286.315,28316.661,743,4,-3030.346,12
25072.862,28485.74,744,4,-3412.878,14
24799.403,27219.238,745,4,-2419.835,10
25164.411,29169.022,746,4,-4004.611,16
24878.204,27269.681,747,4,-2391.477,10
24972.348,28271.932,748,4,-3299.584,13
25067.387,27591.501,749,4,-2524.114,10
24996.405,28269.632,750,4,-3273.227,13
25271.546,27955.354,751,4,-2683.808,11
25233.456,28083.702,752,4,-2850.246,11
25074.526,28335.105,753,4,-3260.579,13
25159.384,27588.359,754,4,-2428.975,10
25036.601,27644.031,755,4,-2607.43,10
25372.133,28511.295,756,4,-3139.162,12
25455.281,28731.618,757,4,-3276.337,13
25371.87,28574.184,758,4,-3202.314,13
24901.077,27866.374,759,4,-2965.297,12
25571.43,28142.174,760,4,-2570.744,10
25884.469,28842.74,761,4,-2958.271,11
25451.916,28251.642,762,4,-2799.726,11
25377.858,27833.531,763,4,-2455.673,10
25252.991,27463.587,764,4,-2210.596,9
25475.315,29680.925,765,4,-4205.61,17
25536.259,27819.558,766,4,-2283.299,9
25510.953,29291.237,767,4,-3780.284,15
25855.01,29142.455,768,4,-3287.445,13
25697.522,29005.928,769,4,-3308.406,13
25165.752,28715.745,770,4,-3549.993,14
25767.174,28643.363,771,4,-2876.189,11
25747.06,28497.745,772,4,-2750.685,11
25847.993,29375.72,773,4,-3527.727,14
25728.908,28706.47,774,4,-2977.562,12
26061.718,29427.695,775,4,-3365.977,13
25871.58,29484.042,776,4,-3612.462,14
25587.25,27632.399,777,4,-2045.149,8
25949.044,29053.69,778,4,-3104.646,12
26137.694,29063.582,779,4,-2925.888,11
25674.047,28631.528,780,4,-2957.481,12
26276.989,29897.726,781,4,-3620.737,14
25592.959,29021.965,782,4,-3429.006,13
25945.855,28970.041,783,4,-3024.186,12
25894.743,27972.049,784,4,-2077.306,8
26491.957,30213.082,785,4,-3721.125,14
25900.63,28438.238,786,4,-2537.608,10
26118.737,28975.204,787,4,-2856.467,11
26225.269,29552.574,788,4,-3327.305,13
26354.351,30237.456,789,4,-3883.105,15
26471.004,29010.878,790,4,-2539.874,10
26079.811,29131.415,791,4,-3051.604,12
26291.459,28941.258,792,4,-2649.799,10
26620.347,29532.987,793,4,-2912.64,11
26701.923,30507.047,794,4,-3805.124,14
26523.541,29537.395,795,4,-3013.854,11
26500.837,29087.159,796,4,-2586.322,10
26906.828,30496.066,797,4,-3589.238,13
26353.875,28929.469,798,4,-2575.594,10
26379.022,29440.001,799,4,-3060.979,12
26950.014,30359.153,800,4,-3409.139,13
26020.954,28544.645,801,4,-2523.691,10
26907.41,29815.198,802,4,-2907.788,11
27041.411,29434.675,803,4,-2393.264,9
26723.431,30453.337,804,4,-3729.906,14
27132.324,29795.194,805,4,-2662.87,10
26683.687,29736.52,806,4,-3052.833,11
26683.833,29231.93,807,4,-2548.097,10
26899.67,29859.056,808,4,-2959.386,11
27397.597,29489.05,809,4,-2091.453,8
26413.791,28935.453,810,4,-2521.662,10
26917.913,29997.814,811,4,-3079.901,11
27051.979,29903.597,812,4,-2851.618,11
27483.615,30506.798,813,4,-3023.183,11
26894.651,29254.537,814,4,-2359.886,9
27241.317,29689.49,815,4,-2448.173,9
27281.708,30227.328,816,4,-2945.62,11
27275.432,31362.501,817,4,-4087.069,15
27408.76,30692.97,818,4,-3284.21,12
27024.605,29958.591,819,4,-2933.986,11
27058.64,29869.339,820,4,-2810.699,10
27446.359,30553.852,821,4,-3107.493,11
27322.105,30802.757,822,4,-3480.652,13
27495.688,30959.373,823,4,-3463.685,13
26988.014,30106.936,824,4,-3118.922,12
27287.365,31798.598,825,4,-4511.233,17
27557.132,31336.516,826,4,-3779.384,14
27602.456,30778.418,827,4,-3175.962,12
27283.887,30461.119,828,4,-3177.232,12
27762.548,30179.916,829,4,-2417.368,9
27564.988,30304.322,830,4,-2739.334,10
27811.159,29716.732,831,4,-1905.573,7
28398.445,31542.564,832,4,-3144.119,11
27731.918,31063.753,833,4,-3331.835,12
27635.381,31211.293,834,4,-3575.912,13
27816.001,31054.743,835,4,-3238.742,12
27988.029,31501.89,836,4,-3513.861,13
28123.03,31489.425,837,4,-3366.395,12
27601.389,30371.848,838,4,-2770.459,10
28002.217,30601.944,839,4,-2599.727,9
27984.881,31046.635,840,4,-3061.754,11
28038.177,31371.267,841,4,-3333.09,12
28205.172,30956.809,842,4,-2751.637,10
28484.816,32799.401,843,4,-4314.585,15
27595.69,30610.531,844,4,-3014.841,11
28125.582,31671.923,845,4,-3546.341,13
28364.753,31411.309,846,4,-3046.556,11
28006.666,30656.168,847,4,-2649.502,9
28223.376,31495.081,848,4,-3271.705,12
28115.075,31057.031,849,4,-2941.956,10
28629.69,31714.792,850,4,-3085.102,11
27892.722,31300.02,851,4,-3407.298,12
28363.912,32656.483,852,4,-4292.571,15
29003.685,31895.997,853,4,-2892.312,10
28530.118,31677.382,854,4,-3147.264,11
28413.234,31114.522,855,4,-2701.288,10
28192.851,31629.249,856,4,-3436.398,12
28444.47,31607.116,857,4,-3162.646,11
28370.148,31770.839,858,4,-3400.691,12
28314.229,31312.974,859,4,-2998.745,11
29231.633,33100.311,860,4,-3868.678,13
29001.07,32319.109,861,4,-3318.039,11
28928.775,32494.688,862,4,-3565.913,12
29267.792,32126.708,863,4,-2858.916,10
28999.474,32387.859,864,4,-3388.385,12
28702.755,31632.748,865,4,-2929.993,10
28418.407,32370.841,866,4,-3952.434,14
29109.089,32546.317,867,4,-3437.228,12
29125.592,32166.058,868,4,-3040.466,10
28952.61,32262.941,869,4,-3310.331,11
28955.374,32605.55,870,4,-3650.176,13
28954.707,32599.155,871,4,-3644.448,13
28728.161,32104.547,872,4,-3376.386,12
29365.508,33106.429,873,4,-3740.921,13
28512.869,31447.153,874,4,-2934.284,10
29537.929,33193.327,875,4,-3655.398,12
29354.664,32919.054,876,4,-3564.39,12
28860.56,31764.473,877,4,-2903.913,10
29071.072,32465.386,878,4,-3394.314,12
29186.778,32008.791,879,4,-2822.013,10
29709.034,33429.946,880,4,-3720.912,13
29777.925,33043.604,881,4,-3265.679,11
28681.825,30982.463,882,4,-2300.638,8
29240.779,32519.504,883,4,-3278.725,11
29438.596,32685.579,884,4,-3246.983,11
29405.96,32393.055,885,4,-2987.095,10
29833.77,33123.504,886,4,-3289.734,11
28923.998,31347.519,887,4,-2423.521,8
29620.381,33496.612,888,4,-3876.231,13
30074.721,33381.475,889,4,-3306.754,11
29656.206,33066.315,890,4,-3410.109,11
29828.939,34137.166,891,4,-4308.227,14
30021.612,33656.17,892,4,-3634.558,12
29297.385,32999.431,893,4,-3702.046,13
30144.739,33938.18,894,4,-3793.441,13
29865.362,33365.748,895,4,-3500.386,12
29843.423,33826.102,896,4,-3982.679,13
30630.591,34733.395,897,4,-4102.804,13
30215.961,33697.791,898,4,-3481.83,12
29806.623,33409.221,899,4,-3602.598,12
29957.087,33820.752,900,4,-3863.665,13
29724.26,33138.495,901,4,-3414.235,11
30048.18,32741.444,902,4,-2693.264,9
29924.413,32702.947,903,4,-2778.534,9
30166.039,33339.162,904,4,-3173.123,11
30046.815,33665.571,905,4,-3618.756,12
29764.243,33533.087,906,4,-3768.844,13
30282.942,33341.896,907,4,-3058.954,10
30391.126,34657.038,908,4,-4265.912,14
30001.313,32980.551,909,4,-2979.238,10
30241.245,34351.609,910,4,-4110.364,14
30148.695,33568.594,911,4,-3419.899,11
30673.622,34321.7,912,4,-3648.078,12
29909.66,33964.765,913,4,-4055.105,14
30129.44,33356.245,914,4,-3226.805,11
29934.354,32169.433,915,4,-2235.079,7
30043.301,33425.082,916,4,-3381.781,11
30234.959,33325.948,917,4,-3090.989,10
30713.874,33771.727,918,4,-3057.853,10
30368.474,33251.161,919,4,-2882.687,9
31065.882,35063.111,920,4,-3997.229,13
30877.49,34612.432,921,4,-3734.942,12
30749.962,34728.846,922,4,-3978.884,13
30153.904,33160.644,923,4,-3006.74,10
30747.435,34207.051,924,4,-3459.616,11
31024.86,33934.295,925,4,-2909.435,9
30310.779,34185.051,926,4,-3874.272,13
30464.828,34224.656,927,4,-3759.828,12
31082.355,35091.946,928,4,-4009.591,13
31348.543,35246.739,929,4,-3898.196,12
31003.323,34413.333,930,4,-3410.01,11
30698.877,34946.006,931,4,-4247.129,14
30983.724,34641.082,932,4,-3657.358,12
30771.616,35044.842,933,4,-4273.226,14
30964.314,33919.852,934,4,-2955.538,10
31009.187,34330.353,935,4,-3321.166,11
30800.242,34237.046,936,4,-3436.804,11
31365.295,34549.581,937,4,-3184.286,10
30553.678,34291.382,938,4,-3737.704,12
31440.991,36750.735,939,4,-5309.744,17
31229.127,34620.776,940,4,-3391.649,11
30558.169,33936.199,941,4,-3378.03,11
31292.036,34831.754,942,4,-3539.718,11
31314.71,34482.727,943,4,-3168.017,10
31239.29,33871.609,944,4,-2632.319,8
31650.727,35665.522,945,4,-4014.795,13
31797.127,34603.502,946,4,-2806.375,9
32044.8,35249.949,947,4,-3205.149,10
31143.713,35016.303,948,4,-3872.59,12
31960.536,36188.881,949,4,-4228.345,13
31036.704,33779.797,950,4,-2743.093,9
31736.219,35581.524,951,4,-3845.305,12
31466.502,35207.089,952,4,-3740.587,12
31594.3,35120.383,953,4,-3526.083,11
31706.799,35654.215,954,4,-3947.416,12
31832.55,35333.695,955,4,-3501.145,11
31611.827,34529.408,956,4,-2917.581,9
31550.763,34460.289,957,4,-2909.526,9
30956.837,34001.908,958,4,-3045.071,10
31435.864,34136.692,959,4,-2700.828,9
32288.536,35827.571,960,4,-3539.035,11
32218.177,35944.08,961,4,-3725.903,12
31766.077,36519.774,962,4,-4753.697,15
32132.045,36212.141,963,4,-4080.096,13
31838.68,36075.287,964,4,-4236.607,13
31915.733,35109.892,965,4,-3194.159,10
32097.716,35829.648,966,4,-3731.932,12
32060.942,36966.194,967,4,-4905.252,15
31722.577,35944.728,968,4,-4222.151,13
32438.063,37248.232,969,4,-4810.169,15
32626.548,36444.97,970,4,-3818.422,12
32198.972,35766.496,971,4,-3567.524,11
32170.726,36116.998,972,4,-3946.272,12
32628.477,35203.26,973,4,-2574.783,8
32415.626,35478.165,974,4,-3062.539,9
32529.811,36075.492,975,4,-3545.681,11
31858.008,35001.84,976,4,-3143.832,10
32387.873,35340.263,977,4,-2952.39,9
32189.268,36213.613,978,4,-4024.345,13
32085.941,36531.629,979,4,-4445.688,14
32781.705,36427.331,980,4,-3645.626,11
32201.025,35722.356,981,4,-3521.331,11
32838.615,37759.555,982,4,-4920.94,15
32875.238,36759.857,983,4,-3884.619,12
32442.724,35878.715,984,4,-3435.991,11
32543.456,35585.053,985,4,-3041.597,9
32346.756,35697.298,986,4,-3350.542,10
33165.038,36101.625,987,4,-2936.587,9
32533.664,36134.382,988,4,-3600.718,11
32787.869,37140.658,989,4,-4352.789,13
32226.784,35663.07,990,4,-3436.286,11
33409.39,38441.519,991,4,-5032.129,15
33178.183,36380.588,992,4,-3202.405,10
33018.006,35906.752,993,4,-2888.746,9
32956.886,36369.201,994,4,-3412.315,10
32518.877,36571.596,995,4,-4052.719,12
33048.889,36548.309,996,4,-3499.42,11
32895.496,36708.551,997,4,-3813.055,12
33324.47,38280.416,998,4,-4955.946,15
32953.316,36614.902,999,4,-3661.586,11
33108.62,35906.934,1000,4,-2798.314,8
33288.409,36794.091,1001,4,-3505.682,11
33058.086,36669.392,1002,4,-3611.306,11
32973.234,36166.114,1003,4,-3192.88,10
33290.195,37043.285,1004,4,-3753.09,11
33684.548,37359.068,1005,4,-3674.52,11
33473.75,37027.873,1006,4,-3554.123,11
33228.602,37190.192,1007,4,-3961.59,12
33541.651,37007.052,1008,4,-3465.401,10
33545.785,36384.445,1009,4,-2838.66,8
33138.52,36878.611,1010,4,-3740.091,11
33252.539,36188.121,1011,4,-2935.582,9
33243.112,37031.151,1012,4,-3788.039,11
33439.552,36239.74,1013,4,-2800.188,8
33239.851,37110.007,1014,4,-3870.156,12
33322.707,37559.381,1015,4,-4236.674,13
33434.529,37208.366,1016,4,-3773.837,11
33915.074,36967.08,1017,4,-3052.006,9
33781.731,37550.57,1018,4,-3768.839,11
33701.526,37048.249,1019,4,-3346.723,10
34243.403,36771.555,1020,4,-2528.152,7
33074.837,36222.302,1021,4,-3147.465,10
34169.501,39149.76,1022,4,-4980.259,15
33993.81,37503.522,1023,4,-3509.712,10
33820.299,37910.094,1024,4,-4089.795,12