esperado,obtenido,accuracy,tareas,maquinas
222.079,416.799,0.675,17,16
245.524,411.017,0.64375,18,16
259.35,446.541,0.6375,19,16
259.747,532.532,0.64375,20,16
277.615,413.327,0.60625,21,16
263.885,492.149,0.64375,22,16
306.866,460.3,0.55625,23,16
282.201,468.871,0.66875,24,16
277.35,426.35,0.6875,25,16
306.621,516.641,0.63125,26,16
324.682,586.486,0.6375,27,16
333.79,589.414,0.7125,28,16
326.417,456.415,0.625,29,16
336.585,625.806,0.675,30,16
354.382,604.474,0.675,31,16
372.451,648.069,0.59375,32,16
338.11,552.827,0.6375,33,16
372.324,685.843,0.70625,34,16
327.699,478.888,0.6875,35,16
411.014,717.671,0.68125,36,16
383.126,634.196,0.65625,37,16
391.374,733.962,0.625,38,16
377.38,722.492,0.64375,39,16
363.763,711.143,0.68125,40,16
434.178,724.543,0.66875,41,16
433.312,710.105,0.68125,42,16
411.726,717.111,0.56875,43,16
423.487,855.244,0.6125,44,16
419.296,728.816,0.73125,45,16
444.329,754.574,0.61875,46,16
399.132,578.352,0.65625,47,16
429.607,844.564,0.63125,48,16
431.406,648.981,0.65625,49,16
461.591,823.45,0.74375,50,16
470.847,654.521,0.61875,51,16
500.051,731.421,0.625,52,16
486.016,748.487,0.66875,53,16
491.805,830.216,0.64375,54,16
486.253,756.296,0.5875,55,16
457.062,777.51,0.7125,56,16
514.307,830.96,0.625,57,16
535.272,958.586,0.6625,58,16
497.568,688.721,0.675,59,16
523.914,842.003,0.6125,60,16
533.95,733.01,0.66875,61,16
544.013,894.499,0.65,62,16
503.584,876.249,0.64375,63,16
517.787,811.716,0.71875,64,16
610.726,990.948,0.6375,65,16
528.181,720.11,0.6875,66,16
519.187,821.395,0.6625,67,16
544.254,780.552,0.71875,68,16
571.999,1198.321,0.6375,69,16
572.631,899.46,0.725,70,16
576.249,919.546,0.6,71,16
591.495,933.72,0.68125,72,16
593.794,909.936,0.68125,73,16
581.483,856.572,0.69375,74,16
570.608,853.548,0.64375,75,16
571.294,959.137,0.675,76,16
644.147,981.494,0.68125,77,16
624.119,987.585,0.675,78,16
637.372,907.671,0.66875,79,16
617.892,960.216,0.73125,80,16
582.489,835.072,0.6875,81,16
649.285,989.919,0.61875,82,16
619.063,882.103,0.625,83,16
637.763,953.146,0.65625,84,16
706.102,1327.696,0.66875,85,16
694.64,1169.216,0.6625,86,16
608.541,828.275,0.73125,87,16
649.819,1064.256,0.675,88,16
685.822,1069.084,0.6125,89,16
660.603,1081.535,0.60625,90,16
685.149,922.842,0.66875,91,16
695.979,1094.695,0.7125,92,16
646.332,824.618,0.68125,93,16
733.789,1250.661,0.675,94,16
686.239,1059.879,0.69375,95,16
667.988,1282.562,0.675,96,16
656.546,978.301,0.70625,97,16
715.422,1120.187,0.625,98,16
696.88,1203.172,0.6875,99,16
695.403,1134.887,0.7125,100,16
690.64,1096.507,0.6875,101,16
713.366,1093.458,0.675,102,16
745.433,1212.991,0.68125,103,16
699.577,1190.955,0.725,104,16
737.752,1082.316,0.675,105,16
732.405,1152.63,0.64375,106,16
754.187,1255.18,0.71875,107,16
750.143,1186.825,0.6375,108,16
738.59,1459.231,0.675,109,16
763.308,1093.033,0.75,110,16
785.871,1236.717,0.63125,111,16
754.53,1283.106,0.59375,112,16
854.755,1280.48,0.575,113,16
791.137,1274.624,0.65625,114,16
793.567,1205.658,0.6625,115,16
768.514,1273.751,0.6875,116,16
760.209,1053.908,0.65,117,16
821.083,1227.553,0.59375,118,16
839.39,1338.596,0.6375,119,16
803.859,1376.29,0.7125,120,16
833.892,1283.657,0.65,121,16
797.042,1226.528,0.58125,122,16
826.642,1308.684,0.6,123,16
862.094,1277.161,0.6875,124,16
828.282,1352.448,0.66875,125,16
839.627,1374.312,0.675,126,16
820.629,1440.976,0.66875,127,16
841.629,1372.837,0.725,128,16
819.053,1419.034,0.6,129,16
875.971,1329.488,0.6875,130,16
825.836,1193.459,0.68125,131,16
890.587,1368.157,0.69375,132,16
864.199,1267.354,0.70625,133,16
904.394,1234.897,0.69375,134,16
888.971,1438.738,0.63125,135,16
880.293,1263.676,0.675,136,16
930.031,1204.725,0.65,137,16
899.793,1301.783,0.64375,138,16
880.774,1106.101,0.74375,139,16
926.801,1320.536,0.6375,140,16
920.13,1508.653,0.60625,141,16
927.101,1364.823,0.7125,142,16
969.25,1439.748,0.725,143,16
931.203,1437.507,0.675,144,16
950.682,1578.331,0.6625,145,16
947.996,1536.554,0.6625,146,16
968.722,1419.312,0.725,147,16
946.075,1491.031,0.68125,148,16
981.887,1459.902,0.6,149,16
990.06,1469.966,0.6625,150,16
959.314,1493.945,0.6625,151,16
994.789,1526.336,0.66875,152,16
959.836,1409.84,0.625,153,16
982.283,1365.637,0.6875,154,16
1003.581,1502.979,0.63125,155,16
1020.7,1567.153,0.63125,156,16
1020.341,1507.667,0.7375,157,16
992.427,1534.88,0.6625,158,16
1049.92,1636.076,0.66875,159,16
1016.366,1712.649,0.725,160,16
1007.578,1395.028,0.675,161,16
1030.738,1628.796,0.65,162,16
1056.087,1636.52,0.725,163,16
1062.967,1575.46,0.66875,164,16
1039.666,1578.914,0.6625,165,16
1042.287,1487.277,0.68125,166,16
1060.329,1886.035,0.65,167,16
1069.058,1578.258,0.65,168,16
1077.2,1547.269,0.61875,169,16
1044.007,1778.319,0.7125,170,16
1052.115,1517.668,0.69375,171,16
1143.044,1999.634,0.61875,172,16
1075.912,1697.137,0.66875,173,16
1108.93,1711.088,0.66875,174,16
1093.512,1486.421,0.7,175,16
1080.37,1583.804,0.6875,176,16
1051.944,1631.601,0.6875,177,16
1120.999,1824.59,0.675,178,16
1103.097,1480.887,0.66875,179,16
1118.778,1588.469,0.65625,180,16
1091.171,1622.699,0.675,181,16
1166.823,1624.773,0.63125,182,16
1127.263,1698.309,0.65625,183,16
1118.748,1695.632,0.725,184,16
1142.864,1794.919,0.65625,185,16
1162.688,1652.884,0.70625,186,16
1156.065,1723.086,0.7,187,16
1159.006,1861.76,0.6375,188,16
1155.565,1596.145,0.73125,189,16
1166.532,1704.831,0.71875,190,16
1183.843,1700.232,0.675,191,16
1183.792,1878.858,0.575,192,16
1198.202,1919.61,0.59375,193,16
1179.848,1660.333,0.70625,194,16
1169.357,1920.036,0.675,195,16
1159.709,1518.912,0.7,196,16
1147.035,1699.687,0.70625,197,16
1197.298,1715.627,0.65,198,16
1214.971,1658.541,0.59375,199,16
1203.202,1936.055,0.6875,200,16
1239.755,1993.756,0.66875,201,16
1264.866,1773.779,0.68125,202,16
1224.16,1751.812,0.725,203,16
1261.291,1824.296,0.70625,204,16
1231.166,1835.342,0.7,205,16
1261.184,1836.04,0.6125,206,16
1266.901,1884.898,0.63125,207,16
1276.755,1808.937,0.6125,208,16
1224.969,1830.08,0.65,209,16
1280.489,1896.015,0.65,210,16
1321.162,1795.631,0.6,211,16
1304.008,1751.191,0.725,212,16
1311.121,2045.883,0.6625,213,16
1299.989,1757.94,0.66875,214,16
1325.685,2046.598,0.71875,215,16
1251.699,1851.289,0.7,216,16
1348.309,1845.442,0.7,217,16
1326.793,1787.814,0.6875,218,16
1352.439,1939.671,0.68125,219,16
1322.208,1955.258,0.68125,220,16
1306.812,1775.548,0.7,221,16
1307.519,1887.752,0.6625,222,16
1316.517,1875.983,0.65,223,16
1303.81,1879.771,0.675,224,16
1343.464,1766.827,0.6875,225,16
1393.173,1928.525,0.64375,226,16
1378.759,2113.84,0.725,227,16
1383.85,1860.094,0.70625,228,16
1358.085,1712.613,0.79375,229,16
1354.918,1790.426,0.6875,230,16
1314.711,2002.617,0.6375,231,16
1330.758,2102.132,0.6375,232,16
1378.569,2219.981,0.64375,233,16
1335.91,2083.092,0.6625,234,16
1416.742,2128.558,0.675,235,16
1380.255,2038.033,0.6625,236,16
1405.414,1907.556,0.6375,237,16
1446.578,2118.304,0.6875,238,16
1381.558,2125.226,0.65625,239,16
1406.47,2089.636,0.69375,240,16
1402.312,2166.908,0.65,241,16
1388.169,1841.644,0.625,242,16
1436.98,1995.594,0.65,243,16
1414.705,1928.906,0.7375,244,16
1476.562,2045.43,0.68125,245,16
1439.861,2173.977,0.675,246,16
1420.032,2231.811,0.65,247,16
1349.547,1859.225,0.7,248,16
1443.537,2013.165,0.65,249,16
1456.407,2093.212,0.71875,250,16
1441.086,2143.916,0.71875,251,16
1457.213,2036.875,0.625,252,16
1449.774,1992.554,0.65,253,16
1452.366,2131.651,0.66875,254,16
1505.206,2199.46,0.65625,255,16
1517.968,2604.483,0.65,256,16
1513.086,2009.702,0.7375,257,16
1508.246,2193.436,0.675,258,16
1481.804,2073.42,0.65,259,16
1479.796,2252.955,0.75625,260,16
1538.889,2174.68,0.71875,261,16
1535.021,2219.853,0.6875,262,16
1509.047,2121.44,0.63125,263,16
1497.934,2018.459,0.70625,264,16
1496.633,2072.718,0.725,265,16
1572.628,2390.027,0.675,266,16
1561.777,2202.55,0.68125,267,16
1533.957,2265.795,0.65,268,16
1565.944,2148.302,0.675,269,16
1526.121,2109.736,0.75,270,16
1541.258,2125.084,0.675,271,16
1554.71,2146.005,0.6875,272,16
1594.3,2411.456,0.6625,273,16
1514.748,2030.973,0.675,274,16
1612.29,2175.076,0.69375,275,16
1592.332,2242.54,0.675,276,16
1626.101,2347.898,0.68125,277,16
1585.794,1995.261,0.70625,278,16
1588.116,2208.254,0.66875,279,16
1552.611,2197.272,0.71875,280,16
1584.132,2138.373,0.7,281,16
1616.445,2101.408,0.65625,282,16
1586.472,2264.379,0.68125,283,16
1690.106,2509.83,0.69375,284,16
1595.678,2411.748,0.675,285,16
1691.771,2334.517,0.68125,286,16
1624.084,2356.929,0.6125,287,16
1667.908,2465.916,0.75,288,16
1670.368,2371.912,0.7,289,16
1692.308,2298.89,0.6875,290,16
1689.114,2299.848,0.69375,291,16
1644.866,2372.521,0.6625,292,16
1726.223,2259.407,0.70625,293,16
1723.997,2543.915,0.66875,294,16
1710.557,2499.244,0.78125,295,16
1683.763,2379.818,0.6125,296,16
1678.665,2228.681,0.64375,297,16
1735.911,2531.364,0.65625,298,16
1686.052,2379.064,0.64375,299,16
1667.513,2124.955,0.71875,300,16
1721.563,2386.826,0.7125,301,16
1747.232,2629.218,0.725,302,16
1723.364,2414.509,0.68125,303,16
1672.14,2410.571,0.7,304,16
1736.445,2597.042,0.73125,305,16
1762.091,2366.065,0.675,306,16
1776.605,2482.581,0.65625,307,16
1739.087,2384.094,0.7375,308,16
1763.291,2405.333,0.6875,309,16
1722.684,2279.931,0.63125,310,16
1712.007,2291.413,0.68125,311,16
1786.018,2314.84,0.6625,312,16
1751.382,2585.024,0.6125,313,16
1830.963,2505.362,0.675,314,16
1767.288,2221.703,0.68125,315,16
1732.196,2477.794,0.70625,316,16
1778.808,2413.509,0.7375,317,16
1776.946,2715.518,0.65625,318,16
1837.876,2585.552,0.7375,319,16
1761.227,2625.272,0.69375,320,16
1787.428,2348.237,0.7375,321,16
1842.098,2522.219,0.71875,322,16
1850.52,2438.289,0.64375,323,16
1844.3,2672.344,0.69375,324,16
1857.671,2780.04,0.69375,325,16
1875.948,2690.712,0.6375,326,16
1887.968,2467.428,0.6875,327,16
1864.875,2624.393,0.6625,328,16
1782.303,2371.037,0.60625,329,16
1789.757,2393.684,0.6625,330,16
1857.981,2618.965,0.71875,331,16
1866.777,2569.925,0.6625,332,16
1894.252,2536.775,0.63125,333,16
1898.42,2775.045,0.6375,334,16
1898.78,2533.323,0.73125,335,16
1826.778,2543.868,0.66875,336,16
1833.721,2392.379,0.65625,337,16
1952.978,2708.803,0.70625,338,16
1889.096,2433.343,0.65625,339,16
1923.069,2803.768,0.66875,340,16
1918.325,2434.534,0.6875,341,16
1892.672,2586.789,0.66875,342,16
1927.551,2594.487,0.68125,343,16
1916.454,2561.534,0.725,344,16
1911.626,2684.903,0.725,345,16
1951.981,2692.156,0.68125,346,16
1923.14,2758.296,0.59375,347,16
1915.538,2627.647,0.725,348,16
1997.706,2594.477,0.65,349,16
1976.193,2861.862,0.65,350,16
1976.549,2541.248,0.63125,351,16
1989.092,2817.079,0.74375,352,16
1974.666,2762.693,0.65,353,16
2031.769,2631.076,0.66875,354,16
1905.434,2687.276,0.71875,355,16
1982.717,2721.233,0.6875,356,16
1971.946,2579.28,0.65625,357,16
2030.674,2755.93,0.64375,358,16
2019.782,2660.198,0.6875,359,16
2011.251,2748.367,0.6875,360,16
1993.952,2719.517,0.71875,361,16
1955.978,2408.356,0.6875,362,16
1976.269,2720.469,0.75,363,16
2056.327,2839.972,0.66875,364,16
2050.657,2670.814,0.64375,365,16
2019.336,2871.393,0.6125,366,16
1954.474,2700.975,0.675,367,16
2039.62,2723.055,0.70625,368,16
2081.258,2788.81,0.725,369,16
1999.507,2582.617,0.6875,370,16
2087.286,2663.055,0.6625,371,16
1979.998,2446.114,0.70625,372,16
2065.693,2822.276,0.65,373,16
2090.078,3019.706,0.6125,374,16
2094.128,2833.65,0.66875,375,16
2103.515,2632.154,0.725,376,16
2079.742,2823.017,0.66875,377,16
2064.925,2878.813,0.6625,378,16
2081.512,2934.374,0.6875,379,16
2165.022,3002.008,0.625,380,16
2131.517,2924.978,0.6875,381,16
2072.253,2780.535,0.675,382,16
2088.846,2701.933,0.69375,383,16
2104.509,2800.766,0.675,384,16
2135.857,2838.037,0.68125,385,16
2140.86,2980.759,0.71875,386,16
2073.275,2979.399,0.6875,387,16
2182.551,3033.428,0.66875,388,16
2155.585,3015.222,0.65,389,16
2132.824,2648.715,0.70625,390,16
2193.338,2786.048,0.63125,391,16
2160.407,2694.111,0.675,392,16
2113.07,2737.438,0.70625,393,16
2194.768,3108,0.66875,394,16
2218.226,3119.136,0.68125,395,16
2162.828,3188.634,0.71875,396,16
2136.082,2926.716,0.65,397,16
2220.677,2971.573,0.6375,398,16
2182.351,2968.418,0.6,399,16
2132.5,2572.482,0.725,400,16
2250.45,2906.368,0.7125,401,16
2244.588,3175.183,0.675,402,16
2200.423,2861.985,0.725,403,16
2261.427,3158.055,0.6375,404,16
2203.033,3122.237,0.7125,405,16
2244.9,2943.566,0.75625,406,16
2265.114,2977.39,0.7125,407,16
2252.106,3130.375,0.71875,408,16
2228.589,3134.495,0.74375,409,16
2236.581,3072.854,0.6625,410,16
2240.834,3014.613,0.66875,411,16
2267.611,2960.59,0.6875,412,16
2241.643,3005.074,0.68125,413,16
2341.693,3107.054,0.7125,414,16
2256.267,3071.09,0.75,415,16
2258.008,2934.004,0.6875,416,16
2343.279,3094.308,0.6625,417,16
2258.151,3127.5,0.66875,418,16
2275.318,3117.006,0.66875,419,16
2196.526,2776.201,0.73125,420,16
2348.302,2981.262,0.65625,421,16
2369.509,3152.137,0.68125,422,16
2279.072,2940.302,0.66875,423,16
2251.244,2832.905,0.7125,424,16
2357.372,3210.869,0.74375,425,16
2335.686,3060.969,0.68125,426,16
2335.32,2894.635,0.675,427,16
2382.518,3401.438,0.65625,428,16
2354.939,3064.7,0.71875,429,16
2323.515,2990.091,0.73125,430,16
2320.689,2984.142,0.65625,431,16
2365.622,3232.309,0.7375,432,16
2328.728,3100.015,0.63125,433,16
2398.276,3126.231,0.73125,434,16
2440.656,3288.878,0.7,435,16
2434.799,3634.739,0.675,436,16
2423.43,3375.192,0.7375,437,16
2344.279,3068.84,0.74375,438,16
2393.984,3166.222,0.65,439,16
2462.901,3236.62,0.6875,440,16
2401.302,3205.154,0.7125,441,16
2425.854,3477.021,0.6625,442,16
2446.803,3229.798,0.68125,443,16
2414.059,3482.824,0.75,444,16
2413.105,3470.395,0.68125,445,16
2439.174,3042.615,0.71875,446,16
2429.198,3191.281,0.70625,447,16
2411.781,3113.738,0.6875,448,16
2477.498,3206.539,0.75,449,16
2430.125,3315.215,0.68125,450,16
2494.432,3435.366,0.74375,451,16
2435.984,3030.203,0.69375,452,16
2534.263,3340.017,0.63125,453,16
2446.389,3375.774,0.6875,454,16
2487.873,3323.479,0.73125,455,16
2464.838,3303.723,0.65625,456,16
2521.051,3217.969,0.68125,457,16
2442.912,3241.865,0.69375,458,16
2479.166,3225.795,0.7125,459,16
2504.295,3161.633,0.7125,460,16
2493.156,3475.683,0.68125,461,16
2498.589,3187.068,0.6875,462,16
2505.587,3365.923,0.68125,463,16
2479.82,3064.945,0.60625,464,16
2465.062,3300.873,0.66875,465,16
2477.403,3142.043,0.73125,466,16
2546.482,3325.067,0.69375,467,16
2496.031,3210.818,0.75,468,16
2579.337,3342.589,0.6625,469,16
2494.856,3066.623,0.66875,470,16
2506.775,3321.602,0.6875,471,16
2487.847,3377.26,0.775,472,16
2527.796,3291.82,0.69375,473,16
2547.011,3608.26,0.68125,474,16
2596.501,3069.426,0.7375,475,16
2543.34,3176.711,0.65,476,16
2601.561,3719.622,0.625,477,16
2605.151,3524.236,0.675,478,16
2524.072,3568.666,0.71875,479,16
2575.254,3637.953,0.7125,480,16
2613.039,3444.542,0.68125,481,16
2628.281,3519.804,0.70625,482,16
2670.568,3709.239,0.725,483,16
2615.049,3210.147,0.70625,484,16
2606.074,3459.58,0.675,485,16
2637.795,3479.538,0.7375,486,16
2663.936,3722.155,0.70625,487,16
2662.915,3425.723,0.65625,488,16
2584.535,3240.689,0.71875,489,16
2598.154,3398.677,0.6375,490,16
2622.331,3395.904,0.6625,491,16
2608.62,3375.813,0.65,492,16
2630.268,3613.136,0.70625,493,16
2617.975,3485.48,0.7,494,16
2586.076,3332.133,0.7,495,16
2669.521,3362.144,0.6375,496,16
2698.873,3484.131,0.73125,497,16
2760.971,3593.505,0.7375,498,16
2679.856,3718.261,0.69375,499,16
2717.893,3640.865,0.7,500,16
2721.522,3489.558,0.6875,501,16
2695.763,3490.283,0.73125,502,16
2675.803,3165.01,0.68125,503,16
2793.606,3837.608,0.675,504,16
2733.487,3612.817,0.66875,505,16
2718.284,3280.556,0.675,506,16
2678.177,3325.624,0.69375,507,16
2765.656,3590.502,0.68125,508,16
2695.335,3416.122,0.725,509,16
2729.181,3545.547,0.65,510,16
2746.139,3599.961,0.70625,511,16
2732.247,3237.242,0.725,512,16
2777.316,3776.7,0.6625,513,16
2709.747,3470.754,0.70625,514,16
2760.211,3550.682,0.725,515,16
2830.387,3503.895,0.69375,516,16
2748.885,3637.632,0.68125,517,16
2751.565,3718.575,0.66875,518,16
2783.925,3562.027,0.675,519,16
2844.924,3730.792,0.70625,520,16
2858.014,3725.774,0.725,521,16
2768.457,3462.073,0.75625,522,16
2802.66,3758.945,0.6,523,16
2847.408,3741.093,0.7,524,16
